web-scraper-order,web-scraper-start-url,link,link-href,stock,year,make,model,style,cylinder,transmission,engine,drive train,Fuel Type,vin,mileage,color,Color 2,internet price,photo urls,Doors,Vehicle Type,description,trim,certified,condition,special_price,pagination,pagination-href
"1654709467-11","https://www.schrecksauto.com/all-inventory","RENT TO OWN 2022 Wells Cargo EVERYONE IS APPROVED","https://www.schrecksauto.com/rent-to-own-2022-wells-cargo-everyone-is-approved--q6Vm%7CUnh.html"," RENT TO OWN Enclosed!","2022","
                Wells Cargo","
                EVERYONE IS APPROVED","","","","","","","","","","","","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_IKfugy.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_NvHw80.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_rCB9fc.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_eh80Aa.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_MbSpV2.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_OjrHlo.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_oYWwPg.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_8maZdY.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_T0eCqO.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_nEhpmi.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_spJrDk.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ub9vwO/2022_102_Ironworks_EVERYONE_IS_APPROVED_Car__Racing_Trailer_ajegYC.jpg""}]","","","","","","
                new","","",""
"1654709470-12","https://www.schrecksauto.com/all-inventory","2022 Wells Cargo 8.5 x 16 deluxe 7 tall  Enclosed Cargo Trailer","https://www.schrecksauto.com/2022-wells-cargo-8-OVcm%7CUnh.html"," 8.5 x 16 t2d 3658","2022","
                Wells Cargo","
                ft8516t2-d","","","","","","","","","
                    Charcoal","
                    Charcoal","13,033.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_6ahfkG.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_LE9HW4.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_Zrat1M.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_QolIga.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_fSCuSO.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_WPNK7c.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_l2ovtQ.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/8Ea2r2/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_NMXjmq.jpg""}]","","","","","","
                new","12,233.00","",""
"1654709473-13","https://www.schrecksauto.com/all-inventory","2022 Wells Cargo 8.5 x 24 deluxe Enclosed Cargo Trailer","https://www.schrecksauto.com/2022-wells-cargo-8-aVCl%7CUnh.html"," 8.5 x 24 t3d 330","2022","
                Wells Cargo","
                ft8524t2-d","","","","","","","","","
                    White","
                    White","16,600.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_cXxZOi.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_puOnmy.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_TV7z3w.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_BPSoOO.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_2MdE3c.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_H04ppQ.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_7xFFE8.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_yuPesK.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_DXrGfA.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_4V1gKO.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_J8TI6C.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_Xluts0.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_mPMVdo.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_12o7Qe.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_rzyX4q.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_ix8wk4.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/RPdKz2/2022_Wells_Cargo_8.5_x_24_deluxe_Enclosed_Cargo_Trailer_ZuJM8m.jpg""}]","","","","","","
                new","15,600.00","> page","https://www.schrecksauto.com/all-inventory?page=2"
"1654709475-14","https://www.schrecksauto.com/all-inventory","2022 Wells Cargo 8.5 x 20 deluxe 7 tall  Enclosed Cargo Trailer","https://www.schrecksauto.com/2022-wells-cargo-8-tKDl%7CUnh.html"," 8.5x20 t3d heavy axle","2022","
                Wells Cargo","
                ft8520t2-d","","","","","","","","","
                    Charcoal","
                    Charcoal","16,500.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_f65q4W.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_zK9T0q.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_TqyJay.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_4ulUSu.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_mlCqAq.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_diNFq4.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_UfXfVI.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_Lci5AW.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_CZsUpk.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_fqliNM.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_97evfU.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_AVNVtw.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/PJONDk/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_sPiLDM.jpg""}]","","","","","","
                new","14,577.00","> page","https://www.schrecksauto.com/all-inventory?page=2"
"1654709478-15","https://www.schrecksauto.com/all-inventory","2021 Doolittle Trailer Mfg 66 x 12 Utility Trailer","https://www.schrecksauto.com/2021-doolittle-trailer-mfg-66-x-12-utility-trailer-73dm%7CUnh.html"," 6612 ss","2021","
                Doolittle Trailer Mfg","
                66x12 ss utility","","","","","","","","","","","3,600.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_HWrOxU.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_zRCE0O.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_JfFrEG.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_mw94ls.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_GD2IKW.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_LneJlY.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_ROGKw4.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_uf9YTg.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_Nw2m2K.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_rCvzZw.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_BQzcno.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_H1bdyK.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_yvwTHk.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_gqHIcC.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_A7AWAq.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_6ewxH6.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_ZvqAYC.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_HqAzse.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_NQn1Jg.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_5L7qe8.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/ROeCeG/2021_Doolittle_Trailer_Mfg_77_x_12_Utility_Trailer_nFSfh2.jpg""}]","","","","","","
                new","2,995.00","",""
"1654709481-16","https://www.schrecksauto.com/all-inventory","2022 Gatormade Trailers 40 Foot Gooseneck Equipment Trailer","https://www.schrecksauto.com/2022-gatormade-trailers-40-foot-gooseneck-equipment-trailer-aeem%7CUnh.html"," 40 foot goose non-cdl style","2022","
                Gatormade Trailers","
                40 foot goosneck","","","","","","","","","
                    Black","
                    Black","23,500.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_Xpko6a.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_dQMpXc.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_j0yqye.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_xeQSkS.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_C6RMhs.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_QvJgJ6.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_Ke1CK0.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_u0mC1I.png""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_zbODBo.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_qYYcr2.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_YStSBU.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_PQ3rqi.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_V0ftHk.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_je7V3Y.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_abHuim.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_3sB80u.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_upLXf6.png""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_30_Foot_Gooseneck_Equipment_Trailer_F3PAsy.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/odZ7bs/2022_Gatormade_Trailers_40_Foot_Gooseneck_Equipment_Trailer_6dm5JY.jpg""}]","","","","","","
                new","19,112.00","",""
"1654709484-17","https://www.schrecksauto.com/all-inventory","2021 Doolittle Trailer Mfg 84 x 14 Utility Trailer atv side load","https://www.schrecksauto.com/2021-doolittle-trailer-mfg-84-x-14-utility-trailer-atv-side-load-z3dm%7CUnh.html"," 84 x 14 pt atv heavy axle","2021","
                Doolittle Trailer Mfg","
                84 x 14","","","","","","","","","","","5,995.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/UqrldA/2021_Doolittle_Trailer_Mfg_84_x_14_Utility_Trailer_atv_side_load_q87UiO.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/UqrldA/2021_Doolittle_Trailer_Mfg_84_x_14_Utility_Trailer_atv_side_load_vijW9Q.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/UqrldA/2021_Doolittle_Trailer_Mfg_84_x_14_Utility_Trailer_atv_side_load_dd4LTs.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/UqrldA/2021_Doolittle_Trailer_Mfg_84_x_14_Utility_Trailer_atv_side_load_6txZ2W.jpg""}]","","","","","","
                new","4,995.00","",""
"1654709486-18","https://www.schrecksauto.com/all-inventory","2022 Wells Cargo 8.5 x 16 deluxe 7 tall  Enclosed Cargo Trailer","https://www.schrecksauto.com/2022-wells-cargo-8-cVCl%7CUnh.html"," 8.5x16 t2d 3658a","2022","
                Wells Cargo","
                ft8516t2-d","","","","","","","","","
                    Charcoal","
                    Charcoal","13,533.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_9uWZKy.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_16_deluxe_7_tall__Enclosed_Cargo_Trailer_6TNkWm.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_0rgz0C.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_rorOeO.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_6SJ0RE.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_xPTQ5Q.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_oMdpke.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/g34wjo/2022_Wells_Cargo_8.5_x_20_deluxe_7_tall__Enclosed_Cargo_Trailer_305RXU.jpg""}]","","","","","","
                new","12,446.00","> page","https://www.schrecksauto.com/all-inventory?page=2"
"1654709489-19","https://www.schrecksauto.com/all-inventory","2022 7 x 16  Wells Cargo Fast Trac Enclosed Cargo Trailer","https://www.schrecksauto.com/2022-7-x-16-wells-cargo-fast-trac-enclosed-cargo-trailer-WUCl%7CUnh.html"," 7x16t2d 220","2022","
                Wells Cargo","
                Fast Trac","","","","","","","","","
                    Black","
                    Black","11,368.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/y8k7TU/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_9xREjg.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/y8k7TU/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_rrm436.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/y8k7TU/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_Jqa9s8.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/y8k7TU/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_L8fHbk.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/y8k7TU/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_fMiuY4.jpg""}]","","","","","","
                new","10,368.00","> page","https://www.schrecksauto.com/all-inventory?page=2"
"1654709492-20","https://www.schrecksauto.com/all-inventory","2022 7 x 16  Wells Cargo Fast Trac Enclosed Cargo Trailer","https://www.schrecksauto.com/2022-7-x-16-wells-cargo-fast-trac-enclosed-cargo-trailer-YUCl%7CUnh.html"," 7x16t2d 564","2022","
                Wells Cargo","
                Fast Trac","","","","","","","","","
                    Silver","
                    Silver","11,368.00","[{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/CmBjEG/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_3Xad7Y.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/CmBjEG/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_uUl2lk.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/CmBjEG/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_3yHfQu.jpg""},{""photo urls"":"""",""photo urls-src"":""https://dealer-cdn.com/5Te5dx/CmBjEG/2022_7_x_16__Wells_Cargo_Fast_Trac_Enclosed_Cargo_Trailer_IbjHCi.jpg""}]","","","","","","
                new","10,368.00","> page","https://www.schrecksauto.com/all-inventory?page=2"
